WKT,LINK_ID,ST_NAME
"MULTILINESTRING ((34.84713 32.07319,34.84709 32.07322,34.84702 32.07325))",834536109,
"MULTILINESTRING ((34.8285 32.07325,34.82821 32.07375,34.82817 32.07387))",834536139,תרצה
"MULTILINESTRING ((34.80219 32.08584,34.80213 32.08709,34.80209 32.08737))",834536257,היצירה
"MULTILINESTRING ((34.83627 32.04326,34.83543 32.0435,34.83491 32.04363,34.83479 32.04365))",834536871,לבונה
"MULTILINESTRING ((34.8468 32.04637,34.84655 32.04646))",834543044,
"MULTILINESTRING ((34.83296 32.054,34.83313 32.05431,34.83325 32.05459))",834543149,מחלף אלוף שדה
"MULTILINESTRING ((34.81584 32.08297,34.81573 32.08314))",834543169,הרצל
"MULTILINESTRING ((34.82625 32.0709,34.82551 32.07093))",834543370,בר כוכבא
"MULTILINESTRING ((34.8266 32.06609,34.82514 32.06627))",834543400,אפרים
"MULTILINESTRING ((34.82413 32.05772,34.82401 32.05782,34.82386 32.05803,34.82378 32.05818,34.82355 32.05892,34.82358 32.05904))",834543401,מלאכי
"MULTILINESTRING ((34.82873 32.07056,34.82873 32.07071))",834543510,לנדאו
"MULTILINESTRING ((34.84552 32.04628,34.84596 32.04628))",834543551,
"MULTILINESTRING ((34.82877 32.07392,34.82917 32.07396))",834543566,מאיר בעל הנס
"MULTILINESTRING ((34.82494 32.08142,34.82495 32.08154,34.82492 32.08172,34.8248 32.08209,34.82469 32.08227,34.82453 32.08245,34.82439 32.08256))",834543568,הגלגל
"MULTILINESTRING ((34.83141 32.07558,34.83184 32.07565))",834543794,
"MULTILINESTRING ((34.81943 32.07478,34.81895 32.07481))",834543846,שדרות ירושלים
"MULTILINESTRING ((34.83269 32.05805,34.83276 32.05821,34.83285 32.05847,34.8329 32.05878,34.8329 32.05931))",834543859,עליה שלישית
"MULTILINESTRING ((34.838 32.06858,34.83722 32.06888))",834543877,דנגור
"MULTILINESTRING ((34.82675 32.07293,34.82558 32.07298))",834543893,הרכסים
"MULTILINESTRING ((34.83141 32.06343,34.83126 32.06344))",834543894,פנחס רוטנברג
"MULTILINESTRING ((34.82761 32.06228,34.82763 32.06272,34.82767 32.06297))",834543895,אבנר מאיר
"MULTILINESTRING ((34.82063 32.08288,34.8208 32.08358,34.82082 32.08373,34.82077 32.08383))",834543902,הגת
"MULTILINESTRING ((34.82777 32.07732,34.82742 32.07832))",834543907,יהודית
"MULTILINESTRING ((34.83521 32.04772,34.83413 32.04816))",834543912,אתרוג
"MULTILINESTRING ((34.82353 32.07004,34.82365 32.07044))",834543976,מבוא נגבה
"MULTILINESTRING ((34.82691 32.07084,34.82697 32.07153))",834543977,אמנון ותמר
"MULTILINESTRING ((34.8325 32.04412,34.83251 32.04431))",834543978,מחולה
"MULTILINESTRING ((34.83438 32.04865,34.83451 32.04888))",834544067,אגמון
"MULTILINESTRING ((34.84082 32.04713,34.8414 32.04713))",834544089,
"MULTILINESTRING ((34.84119 32.04676,34.84119 32.047))",834544101,
"MULTILINESTRING ((34.83411 32.06625,34.83449 32.0663))",834544136,"אצ""ל"
"MULTILINESTRING ((34.83143 32.04288,34.83152 32.04302,34.83156 32.04314,34.83166 32.04323,34.83178 32.04355,34.83176 32.04363,34.83173 32.04369,34.83179 32.04395))",834544379,יהלום
"MULTILINESTRING ((34.83556 32.06561,34.83532 32.06604,34.83516 32.06643))",834544473,עולי הגרדום
"MULTILINESTRING ((34.83518 32.06213,34.83528 32.06253,34.83529 32.06276,34.83527 32.06288))",834544512,הכבאים
"MULTILINESTRING ((34.83734 32.059,34.8375 32.05954))",834544575,
"MULTILINESTRING ((34.84499 32.04342,34.84622 32.04341,34.84633 32.04345,34.84643 32.04352,34.8466 32.04379,34.84681 32.04422))",834544604,
"MULTILINESTRING ((34.83004 32.05585,34.83031 32.05605,34.83065 32.05621,34.83075 32.05622,34.83086 32.0562))",834544655,
"MULTILINESTRING ((34.82357 32.06405,34.82366 32.06454))",834544765,"הרא""ה"
"MULTILINESTRING ((34.82253 32.0685,34.82188 32.06858))",834544766,טרומן
"MULTILINESTRING ((34.82619 32.06468,34.82632 32.0651))",834544824,השר משה
"MULTILINESTRING ((34.83401 32.06453,34.83505 32.06468))",834544825,התפוצות
"MULTILINESTRING ((34.83535 32.06909,34.83578 32.0699))",834544851,נהרדעא
"MULTILINESTRING ((34.84862 32.04774,34.84828 32.04789,34.84818 32.04796,34.84823 32.04832,34.8482 32.04837,34.84814 32.04843,34.84728 32.04856,34.84724 32.04858))",834544904,
"MULTILINESTRING ((34.82576 32.10036,34.82572 32.10049))",834544945,
"MULTILINESTRING ((34.8373 32.07018,34.83741 32.07048,34.83757 32.07043))",834544981,הרב לנדרס
"MULTILINESTRING ((34.82551 32.07093,34.82482 32.07097))",834545009,בר כוכבא
"MULTILINESTRING ((34.82265 32.04475,34.82267 32.04481,34.82266 32.04494,34.82263 32.04504,34.82256 32.04519))",834545221,
"MULTILINESTRING ((34.82743 32.07502,34.82685 32.07505))",834545227,האגדה
"MULTILINESTRING ((34.8249 32.07154,34.82492 32.07171,34.82493 32.07184,34.82494 32.07206))",834545228,"הרא""ה"
"MULTILINESTRING ((34.82288 32.06467,34.82292 32.06472,34.82295 32.06483,34.82307 32.06552))",834545354,"האר""י"
"MULTILINESTRING ((34.84424 32.04972,34.84425 32.04975,34.84428 32.04978,34.84435 32.04979,34.84474 32.04979))",834545411,עמק דותן
"MULTILINESTRING ((34.83213 32.05506,34.83231 32.05548))",834545434,"שז""ר"
"MULTILINESTRING ((34.83533 32.05331,34.83545 32.05334,34.83556 32.05338,34.83568 32.05344,34.83578 32.0535,34.83615 32.05375))",834545441,מחלף אלוף שדה
"MULTILINESTRING ((34.81782 32.08395,34.81859 32.08399))",834545476,"הרא""ה"
"MULTILINESTRING ((34.84332 32.04797,34.8434 32.04804,34.84343 32.04833,34.84347 32.04837,34.84352 32.04837,34.84357 32.04836,34.84359 32.04828,34.84357 32.04805,34.84354 32.04799))",834553810,
"MULTILINESTRING ((34.84506 32.04449,34.84495 32.04475))",834553928,
"MULTILINESTRING ((34.84225 32.04371,34.84236 32.04387,34.84242 32.04397))",834553962,
"MULTILINESTRING ((34.82163 32.05555,34.82204 32.05556,34.82222 32.05558,34.82234 32.05564))",834554033,המאה ואחד
"MULTILINESTRING ((34.82271 32.05301,34.82343 32.05337))",834554047,סן מרטין
"MULTILINESTRING ((34.80774 32.08503,34.80764 32.08511,34.80753 32.08522,34.80742 32.08539,34.80739 32.08556,34.80735 32.08621,34.80738 32.08641,34.80744 32.08656))",834554131,אלונים
"MULTILINESTRING ((34.83472 32.04375,34.83495 32.04468))",834554206,שדרות הברושים
"MULTILINESTRING ((34.82344 32.05349,34.82336 32.05362))",834554262,רזיאל
"MULTILINESTRING ((34.80301 32.08747,34.80223 32.0875,34.80219 32.08748))",834554277,אהליאב
"MULTILINESTRING ((34.84116 32.04524,34.8415 32.04524))",834554351,
"MULTILINESTRING ((34.8304 32.07344,34.83098 32.07348))",834554440,הגאון אליהו
"MULTILINESTRING ((34.80238 32.08535,34.80232 32.08542,34.80225 32.08557))",834554498,היצירה
"MULTILINESTRING ((34.84291 32.04364,34.84282 32.04383,34.84257 32.04401))",834554761,
"MULTILINESTRING ((34.82635 32.05269,34.82434 32.05299,34.82407 32.05305,34.8239 32.05311,34.82371 32.05323,34.82358 32.05334))",834554762,שדרות הצבי
"MULTILINESTRING ((34.84753 32.04637,34.84774 32.04666))",834554777,
"MULTILINESTRING ((34.80415 32.08901,34.80428 32.08904,34.80496 32.08901))",834554797,אביגיל
"MULTILINESTRING ((34.80208 32.08755,34.80207 32.08778,34.80208 32.08789,34.80213 32.08796,34.80219 32.08802,34.80224 32.08802,34.80261 32.08787))",834554801,היצירה
"MULTILINESTRING ((34.82245 32.0561,34.82312 32.0563))",834554861,מצדה
"MULTILINESTRING ((34.84103 32.0682,34.84103 32.06836,34.84107 32.06843,34.8416 32.06914,34.84191 32.06947))",834554953,
"MULTILINESTRING ((34.84827 32.05039,34.84753 32.0505,34.8474 32.0505))",834555269,
"MULTILINESTRING ((34.84608 32.06209,34.84529 32.06214))",834555329,
"MULTILINESTRING ((34.84677 32.05034,34.8471 32.05047,34.84717 32.05048))",834555422,
"MULTILINESTRING ((34.81731 32.08591,34.81732 32.08612,34.81726 32.08659))",834555453,החייל האלמוני
"MULTILINESTRING ((34.84814 32.04621,34.84804 32.04621,34.84757 32.04627))",834555640,
"MULTILINESTRING ((34.85027 32.06939,34.85035 32.0697,34.8504 32.06988,34.85045 32.07002))",834556823,ז'בוטינסקי
"MULTILINESTRING ((34.80793 32.08498,34.80815 32.08506,34.80831 32.08515,34.80841 32.08525))",834556915,מקדונלד
"MULTILINESTRING ((34.80406 32.08876,34.80408 32.08893))",834557046,יהודית
"MULTILINESTRING ((34.84147 32.04804,34.841 32.0482))",834557053,
"MULTILINESTRING ((34.84202 32.06964,34.84212 32.06989,34.84226 32.07013,34.84267 32.07068,34.84301 32.0712,34.84331 32.07169,34.84346 32.07191))",834557123,
"MULTILINESTRING ((34.81672 32.08661,34.81713 32.08667))",834557125,אלימלך
"MULTILINESTRING ((34.80195 32.08749,34.80156 32.08761))",834557149,אהליאב
"MULTILINESTRING ((34.84318 32.04792,34.84307 32.04796,34.84147 32.04804))",834557331,
"MULTILINESTRING ((34.82035 32.05048,34.82043 32.05053,34.82056 32.05067,34.82066 32.05083,34.82068 32.05094,34.82058 32.05119))",834557340,מלכי צדק
"MULTILINESTRING ((34.84821 32.05803,34.84883 32.05837,34.84915 32.05854,34.84926 32.0586))",834557416,האילנות
"MULTILINESTRING ((34.84327 32.06949,34.84268 32.06949,34.84225 32.06947,34.84208 32.06952))",834557592,
"MULTILINESTRING ((34.84382 32.04738,34.84343 32.04741,34.84333 32.04743,34.84327 32.04748,34.84323 32.04753,34.84322 32.04772,34.84325 32.04777))",834557601,
"MULTILINESTRING ((34.80413 32.08905,34.80438 32.08952,34.80448 32.08974,34.80453 32.08995,34.80452 32.09016))",834557606,יהודית
"MULTILINESTRING ((34.84353 32.07209,34.84351 32.07217,34.84351 32.07225,34.84358 32.07232,34.84374 32.07237,34.84402 32.07239,34.84413 32.07243))",834557622,
"MULTILINESTRING ((34.84666 32.07138,34.846 32.07154,34.84583 32.07161))",834557627,
"MULTILINESTRING ((34.82867 32.07321,34.83027 32.07342))",834557644,הגאון אליהו
"MULTILINESTRING ((34.84419 32.07255,34.84415 32.0728,34.84419 32.07299,34.84476 32.07387))",834557656,הרב הרצוג
"MULTILINESTRING ((34.84749 32.04588,34.84748 32.04604,34.8475 32.04622))",834557686,
"MULTILINESTRING ((34.82221 32.05604,34.82119 32.05611,34.82082 32.05614,34.82049 32.05619,34.8198 32.05637,34.81908 32.05664))",834557695,מצדה
"MULTILINESTRING ((34.80749 32.08446,34.80754 32.08448,34.80763 32.08459,34.80778 32.08485))",834557758,מקדונלד
"MULTILINESTRING ((34.83554 32.04456,34.83505 32.04473))",834557760,ארגמן
"MULTILINESTRING ((34.842 32.04907,34.84222 32.04907,34.84227 32.04909,34.8423 32.04915,34.84233 32.04938))",834557786,
"MULTILINESTRING ((34.80184 32.08438,34.80193 32.08447,34.80231 32.08514))",834558158,תובל
"MULTILINESTRING ((34.8346 32.0437,34.83402 32.04384,34.83385 32.04386))",834558227,לבונה
"MULTILINESTRING ((34.84496 32.06713,34.84502 32.06759,34.84499 32.06762,34.84489 32.06763))",834563332,
"MULTILINESTRING ((34.8311 32.04693,34.83123 32.04712,34.83156 32.04789,34.83169 32.04796))",834564422,
"MULTILINESTRING ((34.8294 32.05047,34.82929 32.05084))",834564460,
"MULTILINESTRING ((34.83505 32.06468,34.83478 32.06541))",834564916,"לח""י"
"MULTILINESTRING ((34.83781 32.04753,34.83725 32.04776))",834564917,יסמין
"MULTILINESTRING ((34.83065 32.0521,34.83085 32.05227))",834564945,"שז""ר"
"MULTILINESTRING ((34.83293 32.05009,34.83323 32.05,34.8336 32.05003,34.83374 32.05007,34.83384 32.05014,34.83403 32.05034,34.8344 32.05087))",834565776,נווה אפעל
"MULTILINESTRING ((34.82942 32.07462,34.8294 32.07523))",834565788,מולכו
"MULTILINESTRING ((34.8226 32.05568,34.82277 32.05566,34.82326 32.05576))",834567517,זכריה
"MULTILINESTRING ((34.84742 32.04919,34.84744 32.04927,34.84742 32.04944,34.84729 32.05015,34.84729 32.05039))",834567612,
"MULTILINESTRING ((34.84614 32.06222,34.84609 32.0624,34.84605 32.06253,34.84598 32.06271,34.84552 32.06384))",834567652,שדרות אהרון קציר
"MULTILINESTRING ((34.84705 32.07338,34.84718 32.07335,34.84751 32.07341))",834567762,
"MULTILINESTRING ((34.84676 32.07339,34.84617 32.07352))",834569338,
"MULTILINESTRING ((34.84725 32.05058,34.84721 32.05067))",834569812,
"MULTILINESTRING ((34.8477 32.07092,34.84764 32.07097,34.84755 32.07101,34.84662 32.07123))",834575482,
"MULTILINESTRING ((34.84662 32.07123,34.84575 32.07142))",834578342,
"MULTILINESTRING ((34.82307 32.06552,34.82316 32.06606))",834578534,"האר""י"
"MULTILINESTRING ((34.84717 32.05795,34.84795 32.05838))",834578655,סיגלית
"MULTILINESTRING ((34.83714 32.04633,34.83658 32.04655))",834578771,הלוטוס
"MULTILINESTRING ((34.81908 32.05664,34.81923 32.05704))",834578913,גבעתי
"MULTILINESTRING ((34.82098 32.07852,34.82133 32.0785,34.82134 32.07866))",834578962,גורי יהודה
"MULTILINESTRING ((34.82035 32.07108,34.81811 32.07137))",834578990,המלך יוסף
"MULTILINESTRING ((34.8329 32.04392,34.83203 32.04396))",834579081,לבונה
"MULTILINESTRING ((34.81805 32.09614,34.81788 32.09634,34.81778 32.09642,34.81765 32.0965,34.81749 32.09656,34.81734 32.0966,34.81719 32.09662,34.81672 32.09662,34.81647 32.0966,34.81612 32.09654))",834579162,רוקח
"MULTILINESTRING ((34.8245 32.09814,34.82465 32.09818))",834579445,
"MULTILINESTRING ((34.83533 32.05331,34.83593 32.05341,34.83609 32.05342,34.83623 32.0534,34.83651 32.05333))",834579460,
"MULTILINESTRING ((34.82297 32.08101,34.823 32.08115))",834579521,השורה
"MULTILINESTRING ((34.84139 32.04699,34.84119 32.047))",834579545,
"MULTILINESTRING ((34.82465 32.09818,34.82449 32.09864))",834579617,
"MULTILINESTRING ((34.83278 32.06356,34.83284 32.06382))",834579660,אריה בן אליעזר
"MULTILINESTRING ((34.82268 32.1006,34.82285 32.10062))",834579895,
"MULTILINESTRING ((34.82801 32.10396,34.82801 32.1041))",834579896,
"MULTILINESTRING ((34.82324 32.09926,34.82314 32.09964))",834579898,
"MULTILINESTRING ((34.82594 32.10122,34.8259 32.10138))",834579900,
"MULTILINESTRING ((34.84609 32.07449,34.84626 32.07479))",834579918,סמטת יעקב
"MULTILINESTRING ((34.84661 32.04799,34.84652 32.04812))",834580018,
"MULTILINESTRING ((34.82016 32.09031,34.8204 32.09037))",834580130,ז'בוטינסקי
"MULTILINESTRING ((34.83414 32.05538,34.83406 32.05548))",834580188,
"MULTILINESTRING ((34.83101 32.07582,34.83175 32.07591))",834580223,גולומב
"MULTILINESTRING ((34.83803 32.06725,34.83788 32.06729,34.83749 32.06745))",834580233,קוממיות
"MULTILINESTRING ((34.81841 32.09137,34.81925 32.09179))",834580287,חרושת
"MULTILINESTRING ((34.82035 32.07108,34.82046 32.07146))",834580322,אלישיב
"MULTILINESTRING ((34.81973 32.08528,34.81885 32.08542))",834580332,מבוא יהלום
"MULTILINESTRING ((34.81612 32.09001,34.81577 32.09091))",834580333,סטרומה
"MULTILINESTRING ((34.81925 32.09179,34.819 32.09223))",834580334,חרושת
"MULTILINESTRING ((34.82699 32.04344,34.82711 32.04352,34.82724 32.04358,34.82736 32.04361,34.8275 32.04359,34.82763 32.04355,34.82823 32.04316,34.82843 32.04308,34.82858 32.04307,34.82872 32.0431,34.82884 32.04316,34.82894 32.04324,34.82906 32.04344,34.82908 32.04364,34.82905 32.04374,34.82847 32.04443,34.82839 32.04461,34.82831 32.04483,34.82828 32.04504,34.8283 32.04522,34.82839 32.04545,34.82851 32.04569,34.82896 32.04628,34.82937 32.04687,34.82949 32.04714,34.82956 32.04732,34.8296 32.04757,34.82959 32.04833,34.82961 32.04857,34.82971 32.04888,34.82991 32.04914,34.83004 32.04929,34.83064 32.0498,34.83078 32.04995,34.83088 32.05007,34.83092 32.05018,34.83094 32.05029,34.83093 32.05041,34.83081 32.05064,34.83065 32.05079,34.83028 32.05104))",834580500,
"MULTILINESTRING ((34.82174 32.05201,34.82159 32.0522,34.82159 32.05225,34.82162 32.05228,34.82167 32.0523,34.82172 32.0523,34.82194 32.05203))",834580515,
"MULTILINESTRING ((34.82679 32.04309,34.82689 32.04333,34.82699 32.04344))",834580603,
"MULTILINESTRING ((34.82244 32.08181,34.82276 32.08246))",834580679,הסולם
"MULTILINESTRING ((34.82463 32.05703,34.82538 32.05746))",834580684,מצדה
"MULTILINESTRING ((34.81653 32.0491,34.8172 32.04929))",834580949,מלכי צדק
"MULTILINESTRING ((34.82095 32.04945,34.82113 32.04955))",834580970,אחד העם
"MULTILINESTRING ((34.82589 32.05775,34.82639 32.05803,34.82652 32.05814))",834581231,מצדה
"MULTILINESTRING ((34.82499 32.05821,34.82542 32.05844,34.82561 32.05852))",834581265,יאיר
"MULTILINESTRING ((34.82674 32.07824,34.82655 32.07893))",834581268,יונה
"MULTILINESTRING ((34.84356 32.04436,34.84342 32.04437))",834581318,
"MULTILINESTRING ((34.83 32.07403,34.83041 32.07408))",834581416,מאיר בעל הנס
"MULTILINESTRING ((34.82647 32.09918,34.82644 32.09929))",834581426,
"MULTILINESTRING ((34.84202 32.04681,34.84202 32.04692,34.84201 32.04696,34.84197 32.04697,34.84139 32.04699))",834581503,
"MULTILINESTRING ((34.82082 32.04651,34.82005 32.04662))",834581734,
"MULTILINESTRING ((34.82079 32.04637,34.82082 32.04651))",834581735,
"MULTILINESTRING ((34.82701 32.03954,34.82707 32.03971,34.82712 32.03976,34.82778 32.03981))",834581748,
"MULTILINESTRING ((34.82767 32.06297,34.82769 32.06353))",834581756,אבנר מאיר
"MULTILINESTRING ((34.84685 32.04809,34.8469 32.04826))",834581783,
"MULTILINESTRING ((34.82068 32.09043,34.82147 32.0906))",834581801,ז'בוטינסקי
"MULTILINESTRING ((34.82357 32.06405,34.82193 32.06427))",834581803,פנחס רוטנברג
"MULTILINESTRING ((34.82022 32.05039,34.82035 32.05048))",834581807,מלכי צדק
"MULTILINESTRING ((34.82392 32.06019,34.82336 32.06026,34.82339 32.06062))",834581828,הבילויים
"MULTILINESTRING ((34.82353 32.09786,34.8237 32.09792))",834581850,
"MULTILINESTRING ((34.83236 32.06622,34.83198 32.06624))",834581861,"אצ""ל"
"MULTILINESTRING ((34.82313 32.07349,34.82309 32.07352,34.82306 32.07361,34.82309 32.07463))",834581927,עוזיאל
"MULTILINESTRING ((34.8172 32.09351,34.81687 32.09402))",834581954,שדרות הכלניות
"MULTILINESTRING ((34.8255 32.06712,34.82485 32.0672))",834581970,"החי""ל"
"MULTILINESTRING ((34.82697 32.07153,34.82699 32.07213,34.82696 32.07223,34.82689 32.07226,34.82681 32.07227,34.82635 32.0723))",834581971,אמנון ותמר
"MULTILINESTRING ((34.82007 32.04874,34.8211 32.04926))",834581997,מתניה
"MULTILINESTRING ((34.81795 32.04893,34.8189 32.0492))",834581998,יהושפט
"MULTILINESTRING ((34.82804 32.05771,34.82776 32.05779))",834581999,שדרות בן צבי
"MULTILINESTRING ((34.8308 32.06794,34.83081 32.06829))",834582000,פנקס
"MULTILINESTRING ((34.84859 32.0524,34.8485 32.05247,34.8484 32.0525,34.84828 32.05251))",834582088,
"MULTILINESTRING ((34.82182 32.07931,34.82138 32.07933))",834582106,חיבת ציון
"MULTILINESTRING ((34.82275 32.0801,34.82289 32.08069))",834582128,השורה
"MULTILINESTRING ((34.82533 32.0563,34.8254 32.05649,34.82545 32.05674,34.82546 32.05696,34.82543 32.05721,34.82538 32.05746))",834582205,אלוף דוד
"MULTILINESTRING ((34.81717 32.05338,34.81745 32.05401))",834582232,גבעתי
"MULTILINESTRING ((34.82907 32.06347,34.82842 32.0635))",834582240,פנחס רוטנברג
"MULTILINESTRING ((34.8215 32.08979,34.82156 32.0898))",834582267,שדרות התמרים
"MULTILINESTRING ((34.82353 32.09786,34.82334 32.0983))",834582268,
"MULTILINESTRING ((34.84647 32.04614,34.84646 32.0462,34.84648 32.04633,34.84655 32.04646))",834582310,
"MULTILINESTRING ((34.82651 32.09905,34.82672 32.09909))",834582313,קניון איילון
"MULTILINESTRING ((34.84305 32.05486,34.84285 32.05506))",834582316,רחוב תל חי
"MULTILINESTRING ((34.82818 32.05152,34.82826 32.05156,34.82833 32.05169))",834582320,
"MULTILINESTRING ((34.8215 32.04225,34.82127 32.0426,34.82121 32.04276,34.82113 32.04341,34.82106 32.04357,34.82098 32.04369,34.82082 32.04385,34.8206 32.04396,34.82035 32.04401,34.82022 32.04402,34.82003 32.04399,34.81987 32.04394,34.81938 32.04367,34.81921 32.04362,34.81903 32.04362,34.81886 32.04364,34.81863 32.04371,34.81853 32.04378,34.81844 32.04387,34.8183 32.0441,34.81827 32.04421,34.81827 32.04433,34.81836 32.04464,34.81841 32.0449,34.81837 32.04503,34.81832 32.04512,34.81816 32.04528,34.81807 32.04533,34.81798 32.04537,34.8174 32.0455,34.81721 32.0456,34.81713 32.04567,34.81706 32.04575,34.81701 32.04587,34.81699 32.04601,34.81699 32.04614,34.81702 32.04623,34.81714 32.04642,34.81734 32.04657,34.8177 32.04669,34.81789 32.04671,34.8181 32.04671,34.81846 32.04663,34.81861 32.04656,34.81881 32.04644,34.81901 32.04625,34.8195 32.04555,34.81963 32.04542,34.81977 32.04534,34.81993 32.04527,34.82027 32.0452,34.82061 32.04522,34.82087 32.04531,34.82104 32.04541))",834582365,
