WKT,LINK_ID,PT_ADDR_ID,ADDRESS,DISP_LAT,DISP_LON,ST_NAME
POINT (34.84799 32.05234),834771714,725585484,47א,32.05248,34.84788,עמק האלה
POINT (34.84615 32.0513),834771714,725585483,27ב,32.05159,34.84591,עמק האלה
POINT (34.84816 32.05244),834771714,725585482,49א,32.05268,34.84798,עמק האלה
POINT (34.84712 32.05185),834771714,725585481,39ב,32.05209,34.84694,עמק האלה
POINT (34.80722 32.08264),835264168,725585480,13,32.08249,34.80722,המתמיד
POINT (34.80741 32.08264),835264168,725585479,11,32.08249,34.80743,המתמיד
POINT (34.84846 32.05441),883999343,725596889,53א,32.05486,34.84822,מנדס
POINT (34.82287 32.05622),834554861,243124874,30,32.05613,34.82292,מצדה
POINT (34.82262 32.05615),834554861,243124875,29,32.05627,34.82258,מצדה
POINT (34.82298 32.05625),834554861,243124873,33,32.05636,34.82294,מצדה
POINT (34.82281 32.0562),834554861,243124876,31,32.05632,34.82277,מצדה
POINT (34.83673 32.05056),834686754,725585475,2ג,32.05064,34.83678,הנציב
POINT (34.81366 32.09054),834717047,242923477,27,32.09067,34.81362,חרות
POINT (34.81386 32.0906),834717047,242923478,29,32.09071,34.81382,חרות
POINT (34.81347 32.09049),834717047,242923479,25,32.09061,34.81343,חרות
POINT (34.8134 32.09047),834717047,242923480,30,32.09038,34.81344,חרות
POINT (34.82496 32.07037),834912210,243107950,25,32.07045,34.82497,דרך נגבה
POINT (34.82513 32.07036),834912210,243107949,20,32.07022,34.82512,דרך נגבה
POINT (34.82166 32.05607),834557695,243124931,26,32.056,34.82166,מצדה
POINT (34.81327 32.09044),834717047,242923481,23,32.09057,34.81323,חרות
POINT (34.82099 32.05612),834557695,243124930,17,32.05623,34.82101,מצדה
POINT (34.82532 32.07035),834912210,243107946,22,32.07021,34.82531,דרך נגבה
POINT (34.82037 32.05622),834557695,243124929,11,32.05632,34.82041,מצדה
POINT (34.82452 32.07038),835004842,243107945,18,32.07023,34.82452,דרך נגבה
POINT (34.82041 32.0562),834557695,243124928,14,32.0561,34.82038,מצדה
POINT (34.82534 32.07035),834912210,243107948,29,32.07045,34.82535,דרך נגבה
POINT (34.82063 32.05616),834557695,243124927,16,32.05604,34.82061,מצדה
POINT (34.82513 32.07036),834912210,243107947,27,32.07046,34.82514,דרך נגבה
POINT (34.82175 32.05607),834557695,243124926,25,32.0562,34.82177,מצדה
POINT (34.82657 32.07027),883394386,243107942,32,32.07015,34.82657,דרך נגבה
POINT (34.81943 32.0565),834557695,243124925,4,32.05641,34.81939,מצדה
POINT (34.82654 32.07027),883394387,243107941,41,32.07036,34.82655,דרך נגבה
POINT (34.81964 32.05642),834557695,243124924,6,32.05629,34.81957,מצדה
POINT (34.82445 32.07038),835004842,243107944,23,32.07052,34.82446,דרך נגבה
POINT (34.8197 32.0564),834557695,243124923,7,32.05649,34.81975,מצדה
POINT (34.82613 32.0703),883394387,243107943,37,32.0704,34.82614,דרך נגבה
POINT (34.81367 32.09403),835022529,310670792,7,32.09418,34.81407,שושנים
POINT (34.81987 32.05635),834557695,243124922,9,32.05645,34.81991,מצדה
POINT (34.8236 32.07029),834543976,243107938,1,32.07027,34.82372,מבוא נגבה
POINT (34.81377 32.09384),835022529,310670791,9,32.09403,34.81426,שושנים
POINT (34.82121 32.0561),834557695,243124921,19,32.05621,34.82122,מצדה
POINT (34.81918 32.0566),834557695,243124920,1,32.05669,34.81923,מצדה
POINT (34.82634 32.07028),883394387,243107940,39,32.07038,34.82635,דרך נגבה
POINT (34.82157 32.05608),834557695,243124919,23,32.05621,34.82159,מצדה
POINT (34.82634 32.07028),883394387,243107939,30,32.07016,34.82633,דרך נגבה
POINT (34.80321 32.08671),838987574,725596922,13ב,32.08665,34.80334,תובל
POINT (34.83461 32.06941),834672711,725596925,26א,32.06894,34.83434,ההגנה
POINT (34.83447 32.06947),834672711,725596926,24א,32.06912,34.83427,ההגנה
POINT (34.83423 32.06956),834672711,725596927,13א,32.06968,34.83428,ההגנה
POINT (34.83612 32.04612),834516720,310689143,22,32.04597,34.83604,שדרות האורנים
POINT (34.82587 32.07031),834877588,243107924,26,32.07023,34.82586,דרך נגבה
POINT (34.83015 32.05881),834826713,242973265,8,32.05866,34.83008,הררי
POINT (34.83608 32.04613),834516720,310689142,31,32.04627,34.83616,שדרות האורנים
POINT (34.82592 32.07031),834877588,243107923,35,32.07042,34.82593,דרך נגבה
POINT (34.83015 32.05881),834826713,242973264,3,32.05895,34.83021,הררי
POINT (34.83593 32.04619),834516720,310689145,20,32.04605,34.83585,שדרות האורנים
POINT (34.82573 32.07032),834877588,243107922,33,32.07041,34.82574,דרך נגבה
POINT (34.831 32.05856),834826713,242973263,11,32.05879,34.8311,הררי
POINT (34.83573 32.04627),834516720,310689144,27,32.04641,34.8358,שדרות האורנים
POINT (34.82568 32.07033),834877588,243107921,24,32.07019,34.82567,דרך נגבה
POINT (34.83066 32.05866),834826713,242973262,7,32.0588,34.83072,הררי
POINT (34.83553 32.04635),834516720,310689147,25,32.04649,34.83561,שדרות האורנים
POINT (34.82554 32.07034),834877588,243107920,31,32.07044,34.82555,דרך נגבה
POINT (34.83085 32.0586),834826713,242973269,9,32.05875,34.83091,הררי
POINT (34.83589 32.04621),834516720,310689146,29,32.04635,34.83597,שדרות האורנים
POINT (34.83056 32.05869),834826713,242973268,10,32.05857,34.83051,הררי
POINT (34.82392 32.06995),835053069,243107919,15,32.0699,34.8239,מבוא נגבה
POINT (34.83044 32.05872),834826713,242973267,5,32.058839999999996,34.83049,הררי
POINT (34.8242 32.06989),835053069,243107918,11,32.06984,34.82418,מבוא נגבה
POINT (34.83096 32.05857),834826713,242973266,12,32.05842,34.8309,הררי
POINT (34.82406 32.06992),835053069,243107917,13,32.06987,34.82404,מבוא נגבה
POINT (34.82928 32.06774),834910400,725596899,9,32.06774,34.82937,קארו יוסף
POINT (34.82391 32.06996),835053069,243107916,7,32.07004,34.82393,מבוא נגבה
POINT (34.82381 32.06998),835053069,243107915,5,32.07006,34.82383,מבוא נגבה
POINT (34.82367 32.07001),835053069,243107914,17,32.0699,34.82364,מבוא נגבה
POINT (34.82344 32.06976),834593295,243107913,8,32.06973,34.82322,מבוא נגבה
POINT (34.82344 32.06976),834593295,243107912,10,32.06968,34.82336,מבוא נגבה
POINT (34.82062 32.05616),834557695,243124915,13,32.05628,34.82065,מצדה
POINT (34.81952 32.05647),834557695,243124916,5,32.05655,34.81957,מצדה
POINT (34.81979 32.05637),834557695,243124917,8,32.05627,34.81976,מצדה
POINT (34.83289 32.05799),834688037,242973278,21,32.05808,34.83293,הררי
POINT (34.81932 32.05654),834557695,243124918,3,32.05663,34.81937,מצדה
POINT (34.82127 32.0561),834557695,243124911,22,32.05598,34.82126,מצדה
POINT (34.82192 32.05605),834557695,243124912,28,32.056,34.82192,מצדה
POINT (34.82193 32.05605),834557695,243124913,27,32.0562,34.82195,מצדה
POINT (34.81926 32.05656),834557695,243124914,2,32.05648,34.81922,מצדה
POINT (34.8209 32.06852),835186142,310656659,22,32.06841,34.82087,שדרות השחרור
POINT (34.82083 32.05613),834557695,243124907,15,32.05624,34.82085,מצדה
POINT (34.82115 32.06653),835341572,725585432,116א,32.06659,34.82089,עוזיאל
POINT (34.82066 32.06857),835186142,310656658,20,32.06843,34.82062,שדרות השחרור
POINT (34.82083 32.05613),834557695,243124908,18,32.05605,34.82083,מצדה
POINT (34.82147 32.05609),834557695,243124909,24,32.05599,34.82147,מצדה
POINT (34.8214 32.05609),834557695,243124910,21,32.05621,34.82142,מצדה
POINT (34.82039 32.06863),835186142,310656663,18,32.0685,34.82035,שדרות השחרור
POINT (34.83314 32.05792),834688037,242973276,30,32.05782,34.8331,הררי
POINT (34.82131 32.06843),835186142,310656662,21,32.06857,34.82135,שדרות השחרור
POINT (34.82105 32.05612),834557695,243124904,20,32.056,34.821040000000004,מצדה
POINT (34.83272 32.05804),834688037,242973277,26,32.05793,34.83268,הררי
POINT (34.82026 32.06866),835186142,310656661,15,32.06884,34.82032,שדרות השחרור
POINT (34.82023 32.05625),834557695,243124905,12,32.05612,34.82019,מצדה
POINT (34.83293 32.05798),834688037,242973274,28,32.05787,34.83289,הררי
POINT (34.82088 32.06852),835186142,310656660,19,32.06863,34.82091,שדרות השחרור
POINT (34.82002 32.05631),834557695,243124906,10,32.05623,34.81999,מצדה
POINT (34.83307 32.05794),834688037,242973275,23,32.05803,34.83311,הררי
POINT (34.82078 32.057),835205203,242907633,14,32.05689,34.82075,יאיר
POINT (34.82117 32.05696),835205203,242907632,18,32.05684,34.82116,יאיר
POINT (34.82097 32.05698),835205203,242907631,16,32.05685,34.82096,יאיר
POINT (34.82051 32.05705),835205203,242907630,9,32.05716,34.82054,יאיר
POINT (34.82073 32.05701),835205203,242907629,11,32.05713,34.82076,יאיר
POINT (34.82088 32.05699),835205203,242907628,13,32.05706,34.82091,יאיר
POINT (34.82124 32.06844),835186142,310656665,24,32.06829,34.82119,שדרות השחרור
POINT (34.82068 32.06857),835186142,310656664,17,32.06868,34.82071,שדרות השחרור
POINT (34.82626 32.05834),835066499,242907621,49,32.05844,34.82635,יאיר
POINT (34.82575 32.05853),835066499,242907620,64,32.05841,34.82577,יאיר
POINT (34.82619 32.05839),835066499,242907619,66,32.05826,34.82607,יאיר
POINT (34.81992 32.08282),894107795,725585615,9,32.0828,34.82005,הזיתים
POINT (34.82479 32.0581),835288316,242907648,39,32.0582,34.82471,יאיר
POINT (34.81974 32.08202),894107795,725585614,19,32.082,34.81985,הזיתים
POINT (34.82433 32.05783),835288316,242907649,52,32.05776,34.82438,יאיר
POINT (34.81999 32.0831),894107795,725585613,4,32.08312,34.81985,הזיתים
POINT (34.81996 32.08297),894107795,725585612,6,32.08299,34.81984,הזיתים
POINT (34.81824 32.07181),834741815,310656683,211,32.07179,34.81836,דרך דוד בן גוריון
POINT (34.81825 32.07183),834741815,310656684,208,32.07187,34.81804,דרך דוד בן גוריון
POINT (34.81355 32.08043),834882492,725585605,33א,32.08058,34.81388,המעגל
POINT (34.82052 32.05705),835205203,242907634,12,32.05689,34.82048,יאיר
POINT (34.82625 32.07453),835208704,243150163,60,32.07443,34.82624,שדרות ירושלים
POINT (34.82588 32.07454),835208704,243150162,56,32.07443,34.82587,שדרות ירושלים
POINT (34.82608 32.07453),835208704,243150164,58,32.07443,34.82607,שדרות ירושלים
POINT (34.82609 32.07453),835208704,243150159,61,32.07467,34.8261,שדרות ירושלים
POINT (34.81942 32.09272),834736000,725596937,27א,32.09262,34.81918,סוקולוב
POINT (34.82631 32.07452),835208704,243150161,63,32.07465,34.82632,שדרות ירושלים
POINT (34.82589 32.07454),835208704,243150160,59,32.07467,34.8259,שדרות ירושלים
POINT (34.82425 32.05779),835288316,242907655,33,32.05788,34.82418,יאיר
POINT (34.82462 32.058),835288316,242907654,37,32.05808,34.82455,יאיר
POINT (34.82479 32.0581),835288316,242907651,58,32.05801,34.82486,יאיר
POINT (34.82462 32.058),835288316,242907650,56,32.05792,34.82469,יאיר
POINT (34.82448 32.05792),835288316,242907653,54,32.05783,34.82455,יאיר
POINT (34.8244 32.05787),835288316,242907652,35,32.05804,34.82427,יאיר
POINT (34.81288 32.08463),834746885,725585582,60ד,32.08507,34.8132,ביאליק
POINT (34.82623 32.06242),835332829,310688976,17,32.06259,34.82626,שדרות הקונגרס
POINT (34.81329 32.08442),834746885,725585581,56ג,32.08501,34.813720000000004,ביאליק
POINT (34.82733 32.06231),835332829,310688975,23,32.06248,34.82735,שדרות הקונגרס
POINT (34.81288 32.08464),834746885,725585583,60ב,32.08471,34.81293,ביאליק
POINT (34.82603 32.06244),835332829,310688977,15,32.06258,34.82605,שדרות הקונגרס
POINT (34.81347 32.08432),834746885,725585580,54ב,32.0844,34.81353,ביאליק
POINT (34.8258 32.06247),835332829,310688974,18,32.06227,34.82577,שדרות הקונגרס
POINT (34.81306 32.08454),834746885,725585579,57א,32.0843,34.81289,ביאליק
POINT (34.82582 32.06247),835332829,310688973,13,32.06261,34.82584,שדרות הקונגרס
POINT (34.81568 32.08002),835338951,242843343,6,32.08005,34.81579,אלכסנדר
POINT (34.81561 32.08019),835338951,242843342,8,32.0803,34.8157,אלכסנדר
POINT (34.81561 32.08019),835338951,242843344,7,32.08016,34.81546,אלכסנדר
POINT (34.81574 32.07985),835338951,242843341,4,32.0799,34.8159,אלכסנדר
POINT (34.81569 32.07998),835338951,242843340,5,32.07996,34.8156,אלכסנדר
POINT (34.83475 32.04387),834554206,725585540,39,32.04383,34.83496,שדרות הברושים
POINT (34.83148 32.06343),834808025,725585541,87ב,32.06406,34.83148,פנחס רוטנברג
POINT (34.834 32.06734),834811624,725597011,9א,32.06735,34.83359,הגולן
POINT (34.83481 32.0441),834554206,725585538,35,32.04406,34.83503,שדרות הברושים
POINT (34.83399 32.06707),834811624,725597012,7א,32.06705,34.83358,הגולן
POINT (34.83477 32.04396),834554206,725585539,37,32.04393,34.83493,שדרות הברושים
POINT (34.83944 32.06986),835332635,243069163,37,32.06981,34.83955,בירנבוים
POINT (34.81582 32.07967),834846997,242843360,2,32.07975,34.81595,אלכסנדר
POINT (34.84685 32.07092),835332632,243069171,14,32.0708,34.84681,רחבת אילן
POINT (34.84559 32.07082),835332632,243069168,8,32.07081,34.84568,רחבת אילן
POINT (34.8224 32.061),835254252,242872153,6,32.06093,34.82247,אהרונסון שרה
POINT (34.84609 32.07109),835332632,243069169,10,32.07094,34.84605,רחבת אילן
POINT (34.8224 32.06113),835254252,242872152,4,32.06113,34.8222,אהרונסון שרה
POINT (34.8465 32.071),835332632,243069170,12,32.07075,34.84642,רחבת אילן
POINT (34.81369 32.04663),835334356,725585519,120,32.04668,34.81333,דרך הטייסים
POINT (34.81582 32.07967),834846997,242843361,3,32.07963,34.81576,אלכסנדר
POINT (34.82033 32.05745),839168631,725596998,15א,32.05751,34.82056,צפניה
POINT (34.81885 32.07009),834670027,725597003,9,32.07019,34.81887,גרנדוס
POINT (34.82583 32.05854),835066499,242907617,45,32.05863,34.82585,יאיר
POINT (34.82605 32.05848),835066499,242907618,47,32.05858,34.8261,יאיר
POINT (34.81852 32.09117),834870806,725585711,13ב,32.09095,34.81795,"רש""י"
POINT (34.82457 32.07992),834886295,242859605,4,32.07987,34.82449,אורי ניסן
POINT (34.82458 32.0799),834886295,242859606,3,32.08008,34.82488,אורי ניסן
POINT (34.82478 32.07938),834886295,242859603,10,32.07937,34.82469,אורי ניסן
POINT (34.82466 32.07975),834886295,242859604,6,32.07971,34.82454,אורי ניסן
POINT (34.82444 32.08007),834886295,242859607,2,32.08,34.82432,אורי ניסן
POINT (34.82726 32.06457),835109345,243039781,3,32.06479,34.82728,נרדימון
POINT (34.8272 32.06458),835109345,243039782,4,32.06448,34.82717,נרדימון
POINT (34.83738 32.06596),839200943,725596750,42א,32.06577,34.83778,התפוצות
POINT (34.83447 32.06366),1129579855,725596739,10א,32.06353,34.83443,הכבאים
POINT (34.81935 32.07819),834789628,725596738,156א,32.07829,34.8189,דרך דוד בן גוריון
POINT (34.82471 32.07963),834886295,242859598,7,32.07966,34.82482,אורי ניסן
POINT (34.81972 32.09219),834881851,243039755,21,32.09213,34.81957,סוקולוב
POINT (34.81371 32.08094),834982537,242972915,14,32.08104,34.81371,השוטרת
POINT (34.81964 32.09233),834881851,243039754,23,32.09228,34.81953,סוקולוב
POINT (34.81407 32.08094),834982537,242972914,10,32.0811,34.81407,השוטרת
POINT (34.81415 32.08094),834982537,242972913,8,32.08103,34.81415,השוטרת
POINT (34.81991 32.09186),834881851,243039756,16,32.09191,34.82006,סוקולוב
POINT (34.82466 32.07976),834886295,242859602,5,32.07981,34.82478,אורי ניסן
POINT (34.81347 32.08094),834982537,242972912,16,32.08105,34.81347,השוטרת
POINT (34.82477 32.07943),834886295,242859601,9,32.07946,34.82488,אורי ניסן
POINT (34.81447 32.08094),834982537,242972911,4,32.08106,34.81448,השוטרת
POINT (34.82473 32.07959),834886295,242859600,8,32.07957,34.8246,אורי ניסן
POINT (34.8139 32.08094),834982537,242972910,12,32.08104,34.8139,השוטרת
POINT (34.82446 32.08006),834886295,242859599,1,32.08011,34.82456,אורי ניסן
POINT (34.81359 32.08094),834982537,242972909,13,32.08082,34.81359,השוטרת
POINT (34.82517 32.06383),834728581,310656836,34,32.063720000000004,34.82515,פנחס רוטנברג
POINT (34.82509 32.06384),834728581,310656835,39,32.06394,34.82511,פנחס רוטנברג
POINT (34.82441 32.07806),834905076,725585680,13א,32.07807,34.82399,חצור
POINT (34.82485 32.06387),834728581,310656838,37,32.06397,34.82487,פנחס רוטנברג
POINT (34.82537 32.0638),834728581,310656837,36,32.06353,34.82532,פנחס רוטנברג
POINT (34.8214 32.07254),834672343,242923727,32,32.07235,34.82139,יד שלום
POINT (34.8214 32.07254),834672343,242923728,34,32.07242,34.82139,יד שלום
POINT (34.82163 32.07253),834672343,242923725,38,32.07223,34.82161,יד שלום
POINT (34.82156 32.07253),834672343,242923726,35,32.07271,34.82157,יד שלום
POINT (34.82532 32.06381),834728581,310656839,41,32.06391,34.82534,פנחס רוטנברג
POINT (34.82091 32.07256),834672343,242923724,24,32.07246,34.8209,יד שלום
POINT (34.80925 32.08049),834749575,242988430,32,32.08052,34.80914,החשמונאים
POINT (34.81825 32.05079),835203702,725596715,11ב,32.05092,34.81817,עזריאל
POINT (34.80921 32.08034),834749575,242988429,34,32.08037,34.80902,החשמונאים
POINT (34.81859 32.05092),835203702,725596714,14א,32.05077,34.81867,עזריאל
POINT (34.80927 32.08056),834749575,242988428,29,32.08052,34.80941,החשמונאים
POINT (34.80922 32.08039),834749575,242988427,31,32.08037,34.80937,החשמונאים
POINT (34.82702 32.06461),835109345,243039786,1,32.06469,34.82704,נרדימון
POINT (34.82749 32.06455),835109345,243039785,5,32.06464,34.8275,נרדימון
POINT (34.82698 32.06462),835109345,243039784,2,32.06455,34.82696,נרדימון
POINT (34.82756 32.06455),835109345,243039783,8,32.06447,34.82755,נרדימון
POINT (34.82734 32.06456),835109345,243039787,6,32.06448,34.82733,נרדימון
POINT (34.82257 32.07248),834672343,242923745,51,32.07258,34.82258,יד שלום
POINT (34.82135 32.07254),834672343,242923746,31,32.07268,34.82136,יד שלום
POINT (34.82222 32.0725),834672343,242923747,48,32.07236,34.82221,יד שלום
POINT (34.82183 32.07252),834672343,242923748,42,32.07232,34.82182,יד שלום
POINT (34.82115 32.07255),834672343,242923749,30,32.07239,34.82114,יד שלום
POINT (34.823 32.07245),834672343,242923750,55,32.07253,34.82301,יד שלום
POINT (34.82214 32.0725),834672343,242923751,46,32.07232,34.82213,יד שלום
POINT (34.82281 32.07464),987728859,725585657,37ב,32.07498,34.82282,שדרות ירושלים
POINT (34.82201 32.07251),834672343,242923752,44,32.07236,34.822,יד שלום
POINT (34.81513 32.08859),881448668,725596784,90ב,32.08819,34.81535,ז'בוטינסקי
POINT (34.82184 32.07252),834672343,242923753,40,32.07239,34.82183,יד שלום
POINT (34.8224 32.07249),834672343,242923754,49,32.07257,34.82241,יד שלום
POINT (34.82115 32.07255),834672343,242923755,27,32.07269,34.82116,יד שלום
POINT (34.81274 32.09147),834869182,725585661,2,32.0914,34.81251,שדרות טובים
POINT (34.82594 32.05603),834817029,243068780,22,32.05606,34.82583,דקר
POINT (34.82606 32.05634),834817029,243068779,19,32.0563,34.82621,דקר
POINT (34.82594 32.05603),834817029,243068778,24,32.05608,34.82576,דקר
POINT (34.83515 32.05976),834814781,242952024,66,32.05978,34.83507,הארז
POINT (34.82605 32.0563),834817029,243068777,21,32.05625,34.82622,דקר
POINT (34.83525 32.06001),834814781,242952023,64,32.06004,34.83514,הארז
POINT (34.82601 32.05622),834817029,243068776,23,32.05618,34.82614,דקר
POINT (34.83534 32.06023),834814781,242952022,62,32.06026,34.83523,הארז
POINT (34.82599 32.05616),834817029,243068774,27,32.05612,34.82614,דקר
POINT (34.82279 32.07247),834672343,242923730,56,32.07231,34.82278,יד שלום
POINT (34.83032 32.07573),834691270,725585634,9,32.07583,34.8303,גולומב
POINT (34.82599 32.05616),834817029,243068775,25,32.05613,34.82609,דקר
POINT (34.82222 32.0725),834672343,242923729,47,32.07262,34.82223,יד שלום
POINT (34.826 32.05618),834817029,243068772,18,32.05622,34.82586,דקר
POINT (34.82098 32.07256),834672343,242923732,26,32.07245,34.82097,יד שלום
POINT (34.82606 32.05633),834817029,243068773,16,32.05639,34.82585,דקר
POINT (34.82156 32.07253),834672343,242923731,36,32.07241,34.82155,יד שלום
POINT (34.826 32.05618),834817029,243068770,20,32.05624,34.82578,דקר
POINT (34.82132 32.07254),834672343,242923734,29,32.07263,34.82133,יד שלום
POINT (34.82606 32.05634),834817029,243068771,14,32.05638,34.82593,דקר
POINT (34.82097 32.07256),834672343,242923733,25,32.07265,34.82098,יד שלום
POINT (34.82196 32.07251),834672343,242923736,41,32.07261,34.82197,יד שלום
POINT (34.8208 32.07257),834672343,242923735,23,32.07266,34.82081,יד שלום
POINT (34.82254 32.07248),834672343,242923738,54,32.07231,34.82253,יד שלום
POINT (34.82181 32.07252),834672343,242923737,39,32.07263,34.82182,יד שלום
POINT (34.82276 32.07247),834672343,242923740,53,32.07256,34.82277,יד שלום
POINT (34.82277 32.0705),835223155,243108188,1,32.0706,34.8228,דרך נגבה
POINT (34.82113 32.07255),834672343,242923739,28,32.07243,34.82112,יד שלום
POINT (34.82732 32.07022),987727642,243108187,45,32.07032,34.82733,דרך נגבה
POINT (34.82277 32.07247),834672343,242923742,58,32.07236,34.82276,יד שלום
POINT (34.82701 32.07024),987727643,243108186,34,32.07011,34.827,דרך נגבה
POINT (34.82178 32.07252),834672343,242923741,37,32.07259,34.82179,יד שלום
POINT (34.82726 32.07022),987727642,243108185,36,32.07011,34.82726,דרך נגבה
POINT (34.82256 32.07248),834672343,242923744,52,32.07236,34.82255,יד שלום
POINT (34.82716 32.07023),987727642,243108184,43,32.07033,34.82715,דרך נגבה
POINT (34.82235 32.07249),834672343,242923743,50,32.07235,34.82234,יד שלום
POINT (34.82124 32.07469),835225314,243149890,19,32.07482,34.82125,שדרות ירושלים
POINT (34.82813 32.07016),987727650,243108180,42,32.07004,34.82812,דרך נגבה
POINT (34.81116 32.08976),834800622,242923775,12,32.08966,34.81125,חרות
POINT (34.82124 32.07469),835225314,243149889,24,32.07455,34.82124,שדרות ירושלים
POINT (34.82792 32.07018),987727650,243108181,40,32.07005,34.82791,דרך נגבה
POINT (34.81046 32.08936),834800622,242923776,1,32.08946,34.81039,חרות
POINT (34.82141 32.07468),835225314,243149888,21,32.07482,34.82142,שדרות ירושלים
POINT (34.82811 32.07017),987727650,243108182,53,32.0703,34.82813,דרך נגבה
POINT (34.81036 32.0893),834800622,242923773,2,32.08921,34.81044,חרות
POINT (34.82103 32.0747),835225314,243149887,22,32.07456,34.82103,שדרות ירושלים
POINT (34.82778 32.07019),987727650,243108183,47,32.07031,34.82769,דרך נגבה
POINT (34.81221 32.09014),834800622,242923774,22,32.09004,34.81226,חרות
POINT (34.82837 32.07015),987727650,243108176,55,32.07028,34.82839,דרך נגבה
POINT (34.81082 32.08956),834800622,242923779,8,32.08946,34.81091,חרות
POINT (34.82852 32.07013),987727650,243108177,46,32.07,34.82851,דרך נגבה
POINT (34.81147 32.08991),834800622,242923780,16,32.08977,34.81155,חרות
POINT (34.82791 32.07018),987727650,243108178,51,32.0703,34.82793,דרך נגבה
POINT (34.81192 32.09005),834800622,242923777,13,32.09016,34.81188,חרות
POINT (34.82161 32.07467),835225314,243149891,23,32.07479,34.82162,שדרות ירושלים
POINT (34.82833 32.07015),987727650,243108179,44,32.07002,34.82832,דרך נגבה
POINT (34.81097 32.08965),834800622,242923778,10,32.08953,34.81108,חרות
POINT (34.81173 32.09),834800622,242923783,11,32.09011,34.81169,חרות
POINT (34.81267 32.09027),834800622,242923784,19,32.09045,34.8126,חרות
POINT (34.8121 32.0901),834800622,242923781,15,32.09024,34.81205,חרות
POINT (34.82778 32.07019),987727650,243108175,38,32.07009,34.82772,דרך נגבה
POINT (34.81137 32.08987),834800622,242923782,7,32.08997,34.81131,חרות
POINT (34.82145 32.07468),835225314,243149886,26,32.07454,34.82145,שדרות ירושלים
POINT (34.81173 32.09),834800622,242923787,18,32.08972,34.81185,חרות
POINT (34.82106 32.0747),835225314,243149885,17,32.07483,34.82107,שדרות ירושלים
POINT (34.81297 32.09035),834800622,242923788,28,32.09027,34.81301,חרות
POINT (34.82166 32.07467),835225314,243149884,28,32.07459,34.82166,שדרות ירושלים
POINT (34.81195 32.09006),834800622,242923785,20,32.08995,34.812,חרות
POINT (34.82176 32.07467),835225314,243149883,25,32.0748,34.82177,שדרות ירושלים
POINT (34.81249 32.09022),834800622,242923786,24,32.08991,34.81262,חרות
POINT (34.81144 32.05704),1051945170,243054182,8,32.05709,34.81123,עודד
POINT (34.80545 32.07957),836374320,725585617,6א,32.07947,34.80547,קרן קימת לישראל
POINT (34.81118 32.0563),1051945170,243054181,14,32.05636,34.81098,עודד
POINT (34.81107 32.05604),1051945170,243054183,16,32.05611,34.81086,עודד
POINT (34.81151 32.05729),1051945171,243054178,6,32.05738,34.81105,עודד
POINT (34.81113 32.05619),1051945170,243054177,17,32.05613,34.81131,עודד
POINT (34.81128 32.05654),1051945170,243054180,12,32.05659,34.81107,עודד
POINT (34.81136 32.05679),1051945170,243054179,10,32.05684,34.81115,עודד
POINT (34.81133 32.05671),1051945170,243054174,11,32.05668,34.81147,עודד
POINT (34.81139 32.05691),1051945170,243054173,9,32.05688,34.81153,עודד
POINT (34.81105 32.05599),1051945170,243054176,19,32.05594,34.8112,עודד
POINT (34.8191 32.07004),834670027,725585623,11,32.07014,34.81912,גרנדוס
POINT (34.8115 32.05728),1051945171,243054175,5,32.05725,34.81164,עודד
POINT (34.81121 32.05636),1051945170,243054170,15,32.05631,34.81137,עודד
POINT (34.8105 32.08938),834800622,242923772,4,32.0893,34.81058,חרות
POINT (34.81144 32.05707),1051945170,243054169,7,32.05704,34.81158,עודד
POINT (34.81114 32.08975),834800622,242923771,5,32.08983,34.81108,חרות
POINT (34.81128 32.05653),1051945170,243054172,13,32.0565,34.81142,עודד
POINT (34.81287 32.09032),834800622,242923770,21,32.09043,34.81283,חרות
POINT (34.81058 32.05516),840680446,243054171,26,32.05576,34.81145,עודד
POINT (34.8127 32.09028),834800622,242923769,26,32.09019,34.81274,חרות
POINT (34.83218 32.07367),838982426,242843164,23,32.07384,34.83214,הגאון אליהו
POINT (34.83157 32.07358),838982426,242843163,19,32.07375,34.83153,הגאון אליהו
POINT (34.83152 32.07357),838982426,242843162,18,32.07337,34.83156,הגאון אליהו
POINT (34.83192 32.07363),838982426,242843167,20,32.0735,34.83195,הגאון אליהו
POINT (34.83227 32.07368),838982426,242843166,22,32.07341,34.83233,הגאון אליהו
POINT (34.83187 32.07362),838982426,242843165,21,32.07381,34.83183,הגאון אליהו
POINT (34.82048 32.07655),834903605,243025513,9,32.07661,34.82049,שניאור זלמן
POINT (34.84783 32.07457),867650969,243068858,17,32.07469,34.8479,ז'בוטינסקי
POINT (34.8481 32.07446),867650969,243068857,21,32.07459,34.84818,ז'בוטינסקי
POINT (34.84804 32.07448),867650969,243068860,19,32.0746,34.84811,ז'בוטינסקי
POINT (34.84823 32.0744),867650969,243068859,23,32.07451,34.8483,ז'בוטינסקי
POINT (34.82052 32.07655),834903605,243025516,7,32.07677,34.82054,שניאור זלמן
POINT (34.82069 32.07654),834903605,243025515,12,32.07644,34.82068,שניאור זלמן
POINT (34.82082 32.07653),834903605,243025514,14,32.07645,34.82081,שניאור זלמן
POINT (34.82679 32.06364),835349949,310688757,48,32.06353,34.82677,פנחס רוטנברג
