WKT,LINK_ID,PT_ADDR_ID,ADDRESS,DISP_LAT,DISP_LON,ST_NAME
POINT (34.82232 32.05406),834639030,242845903,110,32.05417,34.82227,אלוף דוד
POINT (34.82068 32.07892),834740410,243134408,9,32.07908,34.82081,לביא
POINT (34.82202 32.05395),834639030,242845904,112,32.05407,34.82197,אלוף דוד
POINT (34.82025 32.07897),834740410,243134401,3,32.07906,34.82025,לביא
POINT (34.82136 32.05376),834639030,242845901,167,32.05363,34.82142,אלוף דוד
POINT (34.82036 32.07896),834740410,243134402,6,32.07873,34.82036,לביא
POINT (34.82277 32.05426),834639030,242845902,106,32.05434,34.82272,אלוף דוד
POINT (34.82067 32.07835),834740410,243134403,17,32.07833,34.82081,לביא
POINT (34.82217 32.05401),834639030,242845899,163,32.05387,34.82225,אלוף דוד
POINT (34.82002 32.079),834740410,243134404,4,32.07887,34.82002,לביא
POINT (34.82256 32.05415),834639030,242845900,161,32.05402,34.82263,אלוף דוד
POINT (34.81983 32.07902),834740410,243134413,2,32.07848,34.81981,לביא
POINT (34.82179 32.05388),834639030,242845897,114,32.054,34.82175,אלוף דוד
POINT (34.82177 32.05388),834639030,242845898,165,32.05374,34.82183,אלוף דוד
POINT (34.82258 32.05416),834639030,242845896,108,32.05428,34.8225,אלוף דוד
POINT (34.82069 32.07887),834740410,243134409,11,32.07889,34.82082,לביא
POINT (34.82067 32.0589),834718614,242845893,73,32.05902,34.82064,אלוף דוד
POINT (34.82056 32.07894),834740410,243134410,7,32.07906,34.82059,לביא
POINT (34.82038 32.07896),834740410,243134411,5,32.07905,34.82038,לביא
POINT (34.82091 32.05896),834718614,242845891,75,32.05908,34.82088,אלוף דוד
POINT (34.8207 32.07872),834740410,243134412,13,32.07871,34.8208,לביא
POINT (34.82103 32.05898),834718614,242845892,54,32.05888,34.82107,אלוף דוד
POINT (34.82365 32.06892),834644457,243185475,9,32.06899,34.82366,עמינדב
POINT (34.81507 32.09279),834714487,243156804,4,32.09274,34.81495,רננים
POINT (34.82689 32.0656),834645356,242917012,45,32.06572,34.82691,חד נס
POINT (34.81501 32.09288),834714487,243156803,3,32.09294,34.81515,רננים
POINT (34.81632 32.09346),834714487,243156802,16,32.09338,34.81639,רננים
POINT (34.82692 32.0656),834645356,242917010,44,32.0655,34.8269,חד נס
POINT (34.81585 32.09315),834714487,243156801,12,32.09308,34.81592,רננים
POINT (34.82667 32.06563),834645356,242917011,43,32.06573,34.82669,חד נס
POINT (34.82329 32.06896),834644457,243185471,5,32.06905,34.8233,עמינדב
POINT (34.81518 32.09272),834714487,243156800,6,32.09263,34.81524,רננים
POINT (34.82348 32.06894),834644457,243185472,7,32.06903,34.82349,עמינדב
POINT (34.81541 32.09286),834714487,243156799,8,32.09278,34.81548,רננים
POINT (34.82671 32.06563),834645356,242917009,42,32.06553,34.82669,חד נס
POINT (34.82294 32.069),834644457,243185473,2,32.06889,34.82293,עמינדב
POINT (34.81639 32.0936),834714487,243156798,20,32.09366,34.81653,רננים
POINT (34.80922 32.08811),834896079,725594521,8א,32.08783,34.80945,הרימון
POINT (34.82288 32.069),834644457,243185474,1,32.06909,34.82289,עמינדב
POINT (34.8158 32.09312),834714487,243156797,7,32.09324,34.81569,רננים
POINT (34.81562 32.093),834714487,243156807,10,32.09291,34.8157,רננים
POINT (34.81549 32.09291),834714487,243156806,5,32.09301,34.81539,רננים
POINT (34.8149 32.09304),834714487,243156805,2,32.093,34.81481,רננים
POINT (34.80379 32.0801),834730866,242993405,17,32.08011,34.80392,הראשונים
POINT (34.80379 32.08006),834730866,242993404,22,32.08004,34.80364,הראשונים
POINT (34.80381 32.07991),834730866,242993403,24,32.0799,34.80368,הראשונים
POINT (34.80381 32.07992),834730866,242993402,19,32.07993,34.80393,הראשונים
POINT (34.82365 32.06597),834732534,242917021,19,32.06614,34.8237,חד נס
POINT (34.80991 32.09264),835050348,310681808,3,32.09278,34.80988,שדרות נרקיסים
POINT (34.82323 32.06604),834732534,242917020,17,32.066160000000004,34.82326,חד נס
POINT (34.81011 32.09267),835050348,310681807,6,32.09258,34.81013,שדרות נרקיסים
POINT (34.82364 32.06597),834732534,242917019,20,32.06591,34.82363,חד נס
POINT (34.8101 32.09267),835050348,310681806,5,32.09282,34.81007,שדרות נרקיסים
POINT (34.82344 32.06601),834732534,242917018,18,32.06591,34.82342,חד נס
POINT (34.81023 32.09269),835050348,310681805,8,32.09257,34.81026,שדרות נרקיסים
POINT (34.81046 32.09272),835050348,310681804,7,32.09289,34.81042,שדרות נרקיסים
POINT (34.82432 32.07921),834644451,242916979,39,32.07938,34.82433,חיבת ציון
POINT (34.82413 32.07922),834644451,242916980,37,32.07938,34.82414,חיבת ציון
POINT (34.81152 32.08455),835018021,310681761,6,32.08458,34.81147,מעלה הצבי
POINT (34.82411 32.07922),834644451,242916975,36,32.07905,34.82411,חיבת ציון
POINT (34.81139 32.08439),835018021,310681762,8,32.0844,34.81126,מעלה הצבי
POINT (34.82374 32.07923),834644451,242916976,33,32.07941,34.82375,חיבת ציון
POINT (34.8117 32.08478),835018021,310681763,3,32.08474,34.81176,מעלה הצבי
POINT (34.82395 32.07923),834644451,242916977,35,32.07939,34.82396,חיבת ציון
POINT (34.81141 32.08441),835018021,310681764,7,32.08435,34.81151,מעלה הצבי
POINT (34.82436 32.07921),834644451,242916978,38,32.07904,34.82436,חיבת ציון
POINT (34.82053 32.089),987720674,725594533,111ב,32.08899,34.82037,קריניצי
POINT (34.81156 32.0846),835018021,310681757,4,32.08463,34.81151,מעלה הצבי
POINT (34.82459 32.0792),834644451,242916971,40,32.07903,34.82459,חיבת ציון
POINT (34.8362 32.04289),835216786,242958921,14,32.0428,34.83615,ברקת
POINT (34.81186 32.08497),835018021,310681758,1,32.08495,34.8119,מעלה הצבי
POINT (34.82387 32.07923),834644451,242916972,34,32.07905,34.82386,חיבת ציון
POINT (34.81139 32.08439),835018021,310681759,9,32.08427,34.81121,מעלה הצבי
POINT (34.82451 32.0792),834644451,242916973,41,32.07937,34.82452,חיבת ציון
POINT (34.81139 32.08439),835018021,310681760,11,32.08409,34.8111,מעלה הצבי
POINT (34.82365 32.07924),834644451,242916974,32,32.07909,34.82365,חיבת ציון
POINT (34.82606 32.06571),834846035,242916967,38,32.06561,34.82604,חד נס
POINT (34.82567 32.06576),834846035,242916968,35,32.06585,34.82569,חד נס
POINT (34.8257 32.06576),834846035,242916969,34,32.06566,34.82568,חד נס
POINT (34.81158 32.08463),835018021,310681756,5,32.08457,34.81169,מעלה הצבי
POINT (34.82476 32.06588),834846035,242916970,27,32.06597,34.82478,חד נס
POINT (34.8362 32.04289),835216786,242958926,13,32.04301,34.83625,ברקת
POINT (34.83633 32.04285),835216786,242958924,16,32.04275,34.8363,ברקת
POINT (34.83635 32.04284),835216786,242958925,15,32.04297,34.8364,ברקת
POINT (34.83604 32.04294),835216786,242958922,12,32.04283,34.83598,ברקת
POINT (34.836 32.04295),835216786,242958923,11,32.04306,34.83605,ברקת
POINT (34.81487 32.08023),835036932,725594543,13ב,32.08023,34.81456,ביאליק
POINT (34.81487 32.08008),835036932,725594542,11ב,32.08009,34.81442,ביאליק
POINT (34.83175 32.06625),834637067,242878928,13,32.06647,34.83176,"אצ""ל"
POINT (34.83136 32.06628),834637067,242878927,11,32.06649,34.83137,"אצ""ל"
POINT (34.83478 32.04789),834543912,242846259,13,32.048,34.83484,אתרוג
POINT (34.83444 32.04803),834543912,242846258,9,32.04813,34.8345,אתרוג
POINT (34.83517 32.04774),834543912,242846261,18,32.0476,34.83509,אתרוג
POINT (34.83447 32.04802),834543912,242846260,10,32.04791,34.83441,אתרוג
POINT (34.83481 32.04788),834543912,242846255,14,32.04777,34.83475,אתרוג
POINT (34.8346 32.04797),834543912,242846257,11,32.04807,34.83466,אתרוג
POINT (34.835 32.0478),834543912,242846256,16,32.04769,34.83494,אתרוג
POINT (34.83742 32.06921),834816541,242878913,49,32.06927,34.83729,"אצ""ל"
POINT (34.83512 32.04776),834543912,242846266,17,32.04788,34.83519,אתרוג
POINT (34.83734 32.06907),834816541,242878911,50,32.069,34.8375,"אצ""ל"
POINT (34.83724 32.06892),834816541,242878912,47,32.06897,34.83714,"אצ""ל"
POINT (34.83468 32.04794),834543912,242846263,12,32.04782,34.83461,אתרוג
POINT (34.83743 32.06922),834816541,242878910,52,32.06915,34.8376,"אצ""ל"
POINT (34.83432 32.04808),834543912,242846262,8,32.04795,34.83425,אתרוג
POINT (34.83492 32.04784),834543912,242846265,15,32.04794,34.83498,אתרוג
POINT (34.83426 32.04811),834543912,242846264,7,32.04822,34.83432,אתרוג
POINT (34.82522 32.06112),835332097,243068132,38,32.06094,34.82518,אהרונסון שרה
POINT (34.82488 32.06118),835332097,243068133,30,32.06102,34.82484,אהרונסון שרה
POINT (34.81975 32.05364),834737782,243068134,21,32.05366,34.81994,דניאל
POINT (34.83643 32.06727),834822030,242878896,38,32.06719,34.83665,"אצ""ל"
POINT (34.82495 32.06117),835332097,243068131,35,32.06129,34.82498,אהרונסון שרה
POINT (34.81461 32.09549),835021529,243157204,2,32.0956,34.81476,רקפת
POINT (34.81802 32.04952),834885220,725594761,11א,32.04983,34.8179,מלכי צדק
POINT (34.81816 32.04956),834885220,725594762,11ב,32.04965,34.81812,מלכי צדק
POINT (34.83625 32.04429),835320895,242846322,32,32.04418,34.83619,ארגמן
POINT (34.83636 32.04424),835320895,242846321,29,32.04441,34.83646,ארגמן
POINT (34.83646 32.0442),835320895,242846324,34,32.0441,34.8364,ארגמן
POINT (34.83662 32.04414),835320895,242846323,36,32.04404,34.83657,ארגמן
POINT (34.81812 32.04955),834885220,725594760,11ג,32.04997,34.81796,מלכי צדק
POINT (34.83571 32.06849),834688188,242916839,10,32.06852,34.83562,חמיר
POINT (34.81636 32.09142),835273345,242934842,16,32.09146,34.81649,המבדיל
POINT (34.8358 32.06867),834688188,242916838,8,32.06871,34.83569,חמיר
POINT (34.81653 32.09095),835273345,242934841,17,32.09092,34.81641,המבדיל
POINT (34.8163 32.09158),835273345,242934840,18,32.09161,34.81643,המבדיל
POINT (34.81648 32.0911),835273345,242934839,19,32.09107,34.81635,המבדיל
POINT (34.81999 32.08313),894107795,725594713,5,32.08311,34.8201,הזיתים
POINT (34.83128 32.05216),834428167,310653778,85,32.05203,34.83123,"שז""ר"
POINT (34.81643 32.09123),835273345,242934846,14,32.09127,34.81658,המבדיל
POINT (34.81981 32.08233),894107795,725594712,15,32.08231,34.81992,הזיתים
POINT (34.83448 32.04305),835059264,310669909,43,32.043,34.83467,שדרות הברושים
POINT (34.81636 32.09141),835273345,242934845,23,32.09137,34.81623,המבדיל
POINT (34.81978 32.08217),894107795,725594711,17,32.08215,34.81991,הזיתים
POINT (34.8344 32.04282),835059264,310669908,45,32.04277,34.83461,שדרות הברושים
POINT (34.81624 32.09173),835273345,242934844,20,32.09177,34.81638,המבדיל
POINT (34.82003 32.08329),894107795,725594710,3,32.08327,34.82013,הזיתים
POINT (34.83136 32.05214),834428167,310653777,83,32.05207,34.83143,"שז""ר"
POINT (34.81631 32.09156),835273345,242934843,25,32.09153,34.81618,המבדיל
POINT (34.83567 32.06839),834688188,242916835,11,32.06835,34.83578,חמיר
POINT (34.83562 32.06828),834688188,242916837,12,32.06832,34.8355,חמיר
POINT (34.8358 32.06867),834688188,242916836,9,32.06864,34.83589,חמיר
POINT (34.8299 32.07325),835022459,242879040,10,32.07315,34.82992,הגאון אליהו
POINT (34.82972 32.07322),835022459,242879037,8,32.07315,34.82975,הגאון אליהו
POINT (34.82938 32.07296),835022459,242879038,4,32.0727,34.8297,הגאון אליהו
POINT (34.82958 32.07314),835022459,242879039,6,32.07296,34.82981,הגאון אליהו
POINT (34.83544 32.06858),834591823,243185337,10,32.06862,34.83532,פומבדיתא
POINT (34.82302 32.08357),834913272,243009318,59,32.08367,34.82304,"הרא""ה"
POINT (34.83532 32.06833),834591823,243185336,11,32.06829,34.83545,פומבדיתא
POINT (34.82281 32.08359),834913272,243009319,46,32.08346,34.8228,"הרא""ה"
POINT (34.83532 32.06832),834591823,243185339,12,32.06836,34.83519,פומבדיתא
POINT (34.83548 32.06867),834591823,243185338,9,32.06864,34.83557,פומבדיתא
POINT (34.8352 32.06807),834591823,243185341,16,32.06818,34.83486,פומבדיתא
POINT (34.83552 32.06875),834591823,243185340,8,32.06879,34.83542,פומבדיתא
POINT (34.81866 32.07529),835358680,310682087,179,32.07527,34.81883,דרך דוד בן גוריון
POINT (34.83682 32.07066),835264236,242879023,20,32.07062,34.8366,הרב לנדרס
POINT (34.81861 32.07503),834896127,310682086,180,32.07509,34.8184,דרך דוד בן גוריון
POINT (34.83696 32.07049),835264236,242879022,16,32.07043,34.83713,הרב לנדרס
POINT (34.83601 32.06969),834851751,243185345,2,32.06972,34.83593,פומבדיתא
POINT (34.83089 32.07412),839104513,242879021,23,32.07425,34.83088,מאיר בעל הנס
POINT (34.81955 32.08785),839060424,725594725,9ב,32.08782,34.81942,יוסף הגלילי
POINT (34.83572 32.06915),834851751,243185347,6,32.06919,34.83563,פומבדיתא
POINT (34.83057 32.07409),839104513,242879020,12,32.07393,34.83059,מאיר בעל הנס
POINT (34.81946 32.08814),839060424,725594724,11א,32.08803,34.81903,יוסף הגלילי
POINT (34.83592 32.06953),834851751,243185346,3,32.06948,34.83605,פומבדיתא
POINT (34.81955 32.08786),839060424,725594727,9ד,32.08777,34.8192,יוסף הגלילי
POINT (34.83585 32.06939),834851751,243185349,4,32.06943,34.83574,פומבדיתא
POINT (34.8194 32.08831),839060424,725594726,13א,32.08821,34.819,יוסף הגלילי
POINT (34.81863 32.07512),835358680,310682088,181,32.0751,34.81878,דרך דוד בן גוריון
POINT (34.83576 32.06922),834851751,243185348,5,32.06919,34.83585,פומבדיתא
POINT (34.82193 32.05496),834809168,243034689,5,32.055,34.82208,עידו
POINT (34.82203 32.05446),834809168,243034690,11,32.05435,34.82214,עידו
POINT (34.83702 32.04261),834805474,242959100,24,32.0425,34.83697,ברקת
POINT (34.82194 32.05492),834809168,243034688,4,32.05489,34.82179,עידו
POINT (34.84973 32.05823),1157836905,725594721,1,32.05838,34.85,שדרות בן גוריון
POINT (34.83721 32.04254),834805474,242959102,26,32.04244,34.83713,ברקת
POINT (34.83718 32.04256),834805474,242959101,25,32.04268,34.83724,ברקת
POINT (34.83737 32.04247),834805474,242959104,28,32.04237,34.8373,ברקת
POINT (34.83671 32.04272),834805474,242959103,20,32.04263,34.83666,ברקת
POINT (34.82003 32.08328),894107795,725594714,2,32.0833,34.81991,הזיתים
POINT (34.83686 32.04267),834805474,242959106,21,32.04279,34.83692,ברקת
POINT (34.82533 32.0784),834505339,243009313,112,32.07846,34.82488,"הרא""ה"
POINT (34.82171 32.05523),834809168,243034697,2,32.0551,34.82167,עידו
POINT (34.81984 32.08247),894107795,725594715,12,32.08249,34.81971,הזיתים
POINT (34.83686 32.04267),834805474,242959105,22,32.04256,34.83681,ברקת
POINT (34.82533 32.07843),834505339,243009312,110,32.07846,34.82512,"הרא""ה"
POINT (34.82186 32.05519),834809168,243034698,1,32.05525,34.82198,עידו
POINT (34.83731 32.0425),834805474,242959108,27,32.04262,34.83739,ברקת
POINT (34.82202 32.05465),834809168,243034695,6,32.05462,34.82188,עידו
POINT (34.83653 32.04279),834805474,242959107,17,32.04292,34.83659,ברקת
POINT (34.82187 32.05438),834809168,243034696,13,32.0543,34.82191,עידו
POINT (34.83669 32.04273),834805474,242959110,19,32.04286,34.83675,ברקת
POINT (34.82288 32.08358),834913272,243009317,57,32.08369,34.8229,"הרא""ה"
POINT (34.82203 32.05458),834809168,243034693,9,32.05459,34.82224,עידו
POINT (34.83701 32.04262),834805474,242959109,23,32.04273,34.83706,ברקת
POINT (34.823 32.08357),834913272,243009316,48,32.08346,34.82299,"הרא""ה"
POINT (34.82177 32.05435),834809168,243034694,8,32.05445,34.82172,עידו
POINT (34.82267 32.08361),834913272,243009315,55,32.0838,34.8227,"הרא""ה"
POINT (34.822 32.05471),834809168,243034691,7,32.05475,34.82221,עידו
POINT (34.83734 32.07028),834544981,242879005,14,32.07025,34.83746,הרב לנדרס
POINT (34.83652 32.04279),834805474,242959111,18,32.04271,34.83648,ברקת
POINT (34.82534 32.0785),883394399,243009314,131,32.07846,34.82568,"הרא""ה"
POINT (34.82152 32.05427),834809168,243034692,15,32.05418,34.82156,עידו
POINT (34.8131 32.08452),834746885,725594679,58ג,32.08488,34.81336,ביאליק
POINT (34.8129 32.08463),834746885,725594678,60ג,32.08481,34.81303,ביאליק
POINT (34.81349 32.08431),834746885,725594677,54ד,32.08488,34.8139,ביאליק
POINT (34.84646 32.05148),834771714,725594674,31א,32.05163,34.84634,עמק האלה
POINT (34.84613 32.05129),834771714,725594673,27א,32.05146,34.84599,עמק האלה
POINT (34.84644 32.05147),834771714,725594672,31ב,32.05179,34.84619,עמק האלה
POINT (34.84801 32.05236),834771714,725594671,47ב,32.05263,34.84779,עמק האלה
POINT (34.84816 32.05244),834771714,725594670,49ב,32.05273,34.84794,עמק האלה
POINT (34.82591 32.06374),834714503,725594669,40א,32.06345,34.82586,פנחס רוטנברג
POINT (34.83838 32.06965),834756636,242879081,3,32.06953,34.83834,הרב לנדרס
POINT (34.83814 32.06957),834724410,242879084,1,32.06939,34.83862,הרב לנדרס
POINT (34.82988 32.06757),835211086,243051613,14,32.06744,34.82987,תפארת ישראל
POINT (34.80362 32.0816),834838074,242993136,5,32.08161,34.80374,הראשונים
POINT (34.80369 32.08097),834838074,242993135,11,32.08098,34.80381,הראשונים
POINT (34.82834 32.06172),834889105,725594694,81א,32.06171,34.82856,הירדן
POINT (34.82972 32.06758),835211086,243051615,11,32.06768,34.82973,תפארת ישראל
POINT (34.80362 32.0816),834838074,242993134,10,32.08159,34.80347,הראשונים
POINT (34.82957 32.06758),835211086,243051614,9,32.06768,34.82958,תפארת ישראל
POINT (34.82939 32.06759),835211086,243051617,7,32.06766,34.82939,תפארת ישראל
POINT (34.8294 32.06759),835211086,243051616,10,32.06746,34.82939,תפארת ישראל
POINT (34.82989 32.06757),835211086,243051619,13,32.06766,34.8299,תפארת ישראל
POINT (34.82963 32.06758),835211086,243051618,12,32.06747,34.82962,תפארת ישראל
POINT (34.80373 32.08066),834826182,242993144,18,32.08064,34.80352,הראשונים
POINT (34.80374 32.08051),834826182,242993143,15,32.08052,34.80392,הראשונים
POINT (34.80376 32.08038),834826182,242993142,20,32.08035,34.80353,הראשונים
POINT (34.80384 32.07962),834837309,242993141,26,32.07961,34.80374,הראשונים
POINT (34.80384 32.07964),834837309,242993140,21,32.07965,34.80393,הראשונים
POINT (34.80367 32.08115),834838074,242993139,9,32.08116,34.80381,הראשונים
POINT (34.80364 32.08138),834838074,242993138,7,32.08139,34.80379,הראשונים
POINT (34.80364 32.08143),834838074,242993137,12,32.08142,34.80347,הראשונים
POINT (34.83671 32.07013),834837001,242879066,11,32.0702,34.83652,הרב לנדרס
POINT (34.83025 32.07329),835031590,242879061,12,32.07311,34.8304,הגאון אליהו
POINT (34.81616 32.09191),835273345,242934847,22,32.09195,34.81628,המבדיל
POINT (34.81298 32.07857),834766494,725594680,26א,32.07854,34.81285,השניים
POINT (34.81642 32.09125),835273345,242934848,21,32.09122,34.8163,המבדיל
POINT (34.81754 32.06532),834755261,243104631,26,32.06546,34.81756,קיש
POINT (34.81871 32.06483),835197026,243104638,23,32.06474,34.81865,קיש
POINT (34.81888 32.06475),835197026,243104637,21,32.06467,34.81882,קיש
POINT (34.81919 32.0646),835197026,243104636,17,32.06448,34.81912,קיש
POINT (34.82498 32.07393),987725393,242993660,169,32.07393,34.82514,"הרא""ה"
POINT (34.82499 32.07406),987725394,242993659,154,32.07406,34.82485,"הרא""ה"
POINT (34.81733 32.06535),834755261,243104630,28,32.06545,34.81735,קיש
POINT (34.82498 32.07374),987725393,242993656,171,32.07374,34.82512,"הרא""ה"
POINT (34.82498 32.07387),987725393,242993655,156,32.07388,34.82485,"הרא""ה"
POINT (34.82497 32.07359),987725393,242993658,173,32.07359,34.82509,"הרא""ה"
POINT (34.82499 32.0742),987725394,242993657,152,32.07421,34.82487,"הרא""ה"
POINT (34.81813 32.06511),835197026,243104649,22,32.06524,34.81822,קיש
POINT (34.8188 32.06479),835197026,243104650,14,32.06489,34.81887,קיש
POINT (34.81948 32.06462),835197026,243104647,13,32.06452,34.81953,קיש
POINT (34.81915 32.06462),835197026,243104648,10,32.06475,34.81924,קיש
POINT (34.80215 32.07932),834519490,243050716,8,32.0792,34.80216,"תרע""ד"
POINT (34.80236 32.07934),834519490,243050717,9,32.07945,34.80235,"תרע""ד"
POINT (34.80269 32.07936),834519490,243050715,12,32.07925,34.8027,"תרע""ד"
POINT (34.81897 32.06471),835197026,243104641,12,32.06479,34.81903,קיש
POINT (34.81837 32.065),835197026,243104642,27,32.06488,34.81829,קיש
POINT (34.8182 32.06508),835197026,243104639,29,32.06498,34.81814,קיש
POINT (34.81844 32.06496),835197026,243104640,18,32.06504,34.81849,קיש
POINT (34.81862 32.06488),835197026,243104645,16,32.06498,34.81869,קיש
POINT (34.81822 32.06507),835197026,243104646,20,32.06519,34.8183,קיש
POINT (34.81854 32.06491),835197026,243104643,25,32.0648,34.81847,קיש
POINT (34.8193 32.06458),835197026,243104644,15,32.06447,34.81932,קיש
POINT (34.80291 32.07937),835016724,243050727,11,32.07947,34.8029,"תרע""ד"
POINT (34.81725 32.08392),834635646,242993701,10,32.0835,34.81728,"הרא""ה"
POINT (34.80339 32.07942),835016724,243050726,20,32.0793,34.8034,"תרע""ד"
POINT (34.8175 32.08394),834635646,242993700,15,32.08403,34.81749,"הרא""ה"
POINT (34.80357 32.07943),835016724,243050729,22,32.07933,34.80358,"תרע""ד"
POINT (34.81729 32.08393),834635646,242993699,13,32.08403,34.81728,"הרא""ה"
POINT (34.80346 32.07942),835016724,243050728,17,32.07953,34.80345,"תרע""ד"
POINT (34.81746 32.08393),834635646,242993698,14,32.08378,34.81747,"הרא""ה"
POINT (34.80401 32.07947),835049930,243050731,21,32.07955,34.804,"תרע""ד"
POINT (34.8032 32.0794),835016724,243050730,18,32.07928,34.80322,"תרע""ד"
POINT (34.80436 32.07949),835049930,243050733,25,32.07959,34.80435,"תרע""ד"
POINT (34.80414 32.07948),835049930,243050732,24,32.07938,34.80415,"תרע""ד"
POINT (34.81951 32.0485),834889846,243119086,9,32.04858,34.81948,מתניה
POINT (34.80196 32.07931),834519490,243050719,6,32.07919,34.80197,"תרע""ד"
POINT (34.81919 32.04841),834889846,243119085,8,32.04835,34.81922,מתניה
POINT (34.80213 32.07932),834519490,243050718,7,32.07943,34.80212,"תרע""ד"
POINT (34.8186 32.04825),834889846,243119084,2,32.04817,34.81863,מתניה
POINT (34.80327 32.07941),835016724,243050721,15,32.0795,34.80326,"תרע""ד"
POINT (34.81922 32.04842),834889846,243119083,7,32.0485,34.81919,מתניה
POINT (34.80245 32.07934),834519490,243050720,10,32.07922,34.80246,"תרע""ד"
POINT (34.80301 32.07938),835016724,243050723,16,32.07926,34.80303,"תרע""ד"
POINT (34.82053 32.07174),834716502,242845549,9,32.07173,34.82059,אלישיב
POINT (34.80369 32.07944),835016724,243050722,19,32.07954,34.80368,"תרע""ד"
POINT (34.82051 32.07164),834716502,242845550,11,32.07162,34.82061,אלישיב
POINT (34.81883 32.04831),834889846,243119088,3,32.04837,34.81881,מתניה
POINT (34.80311 32.07939),835016724,243050725,13,32.07949,34.8031,"תרע""ד"
POINT (34.8205 32.07164),834716502,242845551,8,32.07166,34.82037,אלישיב
POINT (34.81882 32.04831),834889846,243119087,4,32.04824,34.81885,מתניה
POINT (34.80285 32.07937),835016724,243050724,14,32.07925,34.80286,"תרע""ד"
POINT (34.82053 32.07173),834716502,242845552,6,32.07175,34.82044,אלישיב
POINT (34.82268 32.06238),834844970,242993716,291,32.06229,34.82279,"הרא""ה"
POINT (34.84232 32.05074),835333750,243018261,7,32.05098,34.84193,מנדס
POINT (34.82281 32.06248),834844970,242993717,289,32.06239,34.82294,"הרא""ה"
POINT (34.8424 32.05084),970801951,243018260,5,32.05092,34.84217,מנדס
POINT (34.82278 32.06246),834844970,242993714,252,32.06255,34.82268,"הרא""ה"
POINT (34.82254 32.06228),834844970,242993715,254,32.0624,34.82243,"הרא""ה"
POINT (34.83679 32.06803),987723828,242878686,41,32.06809,34.83664,"אצ""ל"
POINT (34.82121 32.08377),834845958,242993712,45,32.08386,34.82123,"הרא""ה"
POINT (34.83683 32.06811),987723828,242878687,44,32.06806,34.83698,"אצ""ל"
POINT (34.82255 32.06228),834844970,242993713,293,32.06217,34.82266,"הרא""ה"
POINT (34.83669 32.06781),987723828,242878684,39,32.06789,34.83648,"אצ""ל"
POINT (34.82099 32.0838),834845958,242993710,43,32.0839,34.82101,"הרא""ה"
POINT (34.83675 32.06794),987723828,242878685,42,32.06789,34.83692,"אצ""ל"
POINT (34.82114 32.08378),834845958,242993711,34,32.08363,34.82112,"הרא""ה"
POINT (34.8044 32.07949),835049930,243050734,26,32.07939,34.80441,"תרע""ד"
POINT (34.8252 32.07748),834842801,242993708,139,32.07748,34.8254,"הרא""ה"
POINT (34.80476 32.07952),835049930,243050735,30,32.07943,34.80477,"תרע""ד"
POINT (34.8252 32.07746),834842801,242993709,122,32.07747,34.82503,"הרא""ה"
POINT (34.80457 32.0795),835049930,243050736,28,32.07941,34.80458,"תרע""ד"
POINT (34.82519 32.07724),834842801,242993706,141,32.07724,34.82535,"הרא""ה"
POINT (34.80479 32.07952),835049930,243050737,29,32.07961,34.80478,"תרע""ד"
POINT (34.82519 32.0771),834842801,242993707,126,32.07711,34.82505,"הרא""ה"
POINT (34.80417 32.07948),835049930,243050738,23,32.07958,34.80416,"תרע""ד"
POINT (34.81771 32.08394),834635646,242993704,17,32.08405,34.8177,"הרא""ה"
POINT (34.80458 32.07951),835049930,243050739,27,32.07961,34.80457,"תרע""ד"
POINT (34.82519 32.07728),834842801,242993705,124,32.07729,34.82505,"הרא""ה"
POINT (34.8176 32.08394),834635646,242993702,16,32.08378,34.81761,"הרא""ה"
POINT (34.81727 32.08392),834635646,242993703,12,32.08375,34.81728,"הרא""ה"
POINT (34.81942 32.07158),834843681,242845574,14,32.0715,34.81941,אלרואי
POINT (34.81648 32.0672),834808343,310681120,253,32.06715,34.81666,דרך דוד בן גוריון
POINT (34.81891 32.07163),834843681,242845575,7,32.07169,34.81892,אלרואי
POINT (34.81979 32.07153),834843681,242845582,20,32.07148,34.81979,אלרואי
POINT (34.82238 32.06218),834844970,242993719,256,32.06231,34.82229,"הרא""ה"
POINT (34.81869 32.07166),834843681,242845583,6,32.07159,34.81868,אלרואי
POINT (34.8224 32.06219),834844970,242993718,295,32.06205,34.82252,"הרא""ה"
POINT (34.81994 32.07151),834843681,242845580,22,32.07147,34.81994,אלרואי
POINT (34.81902 32.07162),834843681,242845581,9,32.07168,34.81903,אלרואי
POINT (34.83712 32.06869),834695135,242878704,45,32.06874,34.837,"אצ""ל"
POINT (34.81996 32.07151),834843681,242845578,21,32.0716,34.81998,אלרואי
POINT (34.83717 32.06879),834695135,242878703,48,32.06873,34.83733,"אצ""ל"
POINT (34.82033 32.07147),834843681,242845579,26,32.07141,34.82032,אלרואי
POINT (34.81964 32.07155),834843681,242845576,18,32.07149,34.81963,אלרואי
POINT (34.81922 32.0716),834843681,242845577,11,32.07165,34.81923,אלרואי
POINT (34.85151 32.05393),834637850,243134100,14,32.05406,34.85144,לייב יפה
POINT (34.81843 32.04829),834889846,243119079,1,32.04831,34.8185,מתניה
POINT (34.81868 32.07166),834843681,242845591,5,32.07171,34.81869,אלרואי
POINT (34.85112 32.05377),834637850,243134099,31,32.05365,34.85119,לייב יפה
